geoid,name,B08105A001,"B08105A001, Error",B08105A002,"B08105A002, Error",B08105A003,"B08105A003, Error",B08105A004,"B08105A004, Error",B08105A005,"B08105A005, Error",B08105A006,"B08105A006, Error",B08105A007,"B08105A007, Error"
14000US06037127606,"Census Tract 1276.06, Los Angeles, CA",911,219,623,152,96,63,158,150,0,12,9,16,25,24
14000US06037127711,"Census Tract 1277.11, Los Angeles, CA",954,231,756,214,30,28,58,46,31,29,26,39,53,51
14000US06037127712,"Census Tract 1277.12, Los Angeles, CA",672,173,494,150,48,56,29,36,24,28,24,23,53,42
14000US06037127803,"Census Tract 1278.03, Los Angeles, CA",651,167,519,134,4,6,39,41,0,12,21,24,68,62
14000US06037127804,"Census Tract 1278.04, Los Angeles, CA",1042,207,733,187,182,83,36,28,16,26,27,32,48,43
14000US06037127805,"Census Tract 1278.05, Los Angeles, CA",845,176,654,155,77,53,0,12,52,54,38,45,24,27
14000US06037127806,"Census Tract 1278.06, Los Angeles, CA",1029,203,713,149,85,64,99,127,85,108,25,29,22,34
14000US06037127910,"Census Tract 1279.10, Los Angeles, CA",726,202,478,153,130,72,43,31,30,35,25,27,20,21
14000US06037127920,"Census Tract 1279.20, Los Angeles, CA",1013,225,805,184,64,47,10,16,15,23,25,30,94,68
14000US06037128101,"Census Tract 1281.01, Los Angeles, CA",1235,220,943,185,178,122,58,45,12,20,0,12,44,32
14000US06037128102,"Census Tract 1281.02, Los Angeles, CA",776,217,618,185,32,29,94,91,10,16,0,12,22,26
14000US06037128210,"Census Tract 1282.10, Los Angeles, CA",801,187,559,143,62,36,115,68,22,24,35,45,8,14
14000US06037128220,"Census Tract 1282.20, Los Angeles, CA",1021,159,736,143,124,84,59,45,0,12,25,22,77,50
14000US06037128302,"Census Tract 1283.02, Los Angeles, CA",1757,263,1056,228,394,160,185,93,36,42,46,45,40,42
14000US06037128303,"Census Tract 1283.03, Los Angeles, CA",1145,236,609,167,209,115,205,95,36,35,54,48,32,49
14000US06037128400,"Census Tract 1284, Los Angeles, CA",1828,336,1435,330,195,97,46,37,0,12,31,35,121,63
14000US06037128500,"Census Tract 1285, Los Angeles, CA",1700,249,1210,231,157,76,101,70,86,65,31,32,115,53
14000US06037128601,"Census Tract 1286.01, Los Angeles, CA",1198,227,850,166,53,42,60,60,42,51,27,39,166,100
14000US06037128602,"Census Tract 1286.02, Los Angeles, CA",1865,257,1457,284,89,51,42,33,0,12,28,21,249,101
14000US06037128702,"Census Tract 1287.02, Los Angeles, CA",2553,337,1962,281,99,79,115,96,169,126,67,85,141,88
14000US06037128801,"Census Tract 1288.01, Los Angeles, CA",1237,186,942,151,89,72,9,15,32,37,23,27,142,80
14000US06037128802,"Census Tract 1288.02, Los Angeles, CA",2237,318,1982,307,100,69,0,12,17,27,19,31,119,68
14000US06037128910,"Census Tract 1289.10, Los Angeles, CA",1991,259,1467,203,151,67,50,42,7,12,69,66,247,164
14000US06037131010,"Census Tract 1310.10, Los Angeles, CA",1851,305,1209,269,164,78,158,101,28,24,254,139,38,26
14000US06037131020,"Census Tract 1310.20, Los Angeles, CA",1660,414,1243,313,176,134,26,38,64,51,139,94,12,20
14000US06037131100,"Census Tract 1311, Los Angeles, CA",1008,209,843,194,59,42,30,50,0,12,0,12,76,46
14000US06037131200,"Census Tract 1312, Los Angeles, CA",1039,185,832,180,54,40,6,10,7,11,61,47,79,63
14000US06037131300,"Census Tract 1313, Los Angeles, CA",1328,231,1041,225,149,84,34,31,0,17,23,36,81,63
14000US06037131400,"Census Tract 1314, Los Angeles, CA",1306,282,953,271,123,77,102,66,12,20,36,60,80,44
14000US06037131600,"Census Tract 1316, Los Angeles, CA",1304,344,901,244,99,61,0,17,11,18,177,131,116,69
14000US06037131701,"Census Tract 1317.01, Los Angeles, CA",1292,231,991,197,30,24,53,63,30,35,18,27,170,112
14000US06037131702,"Census Tract 1317.02, Los Angeles, CA",870,201,764,187,22,28,22,26,0,12,18,29,44,48
14000US06037131800,"Census Tract 1318, Los Angeles, CA",1557,271,1141,256,196,126,91,67,0,17,58,56,71,63
14000US06037131900,"Census Tract 1319, Los Angeles, CA",1414,268,1131,259,160,81,22,26,15,22,52,63,34,30
14000US06037132001,"Census Tract 1320.01, Los Angeles, CA",907,144,742,129,80,61,20,24,0,12,0,12,65,40
14000US06037132002,"Census Tract 1320.02, Los Angeles, CA",1180,305,988,269,136,101,7,11,0,12,10,15,39,30
14000US06037132101,"Census Tract 1321.01, Los Angeles, CA",1014,216,719,163,108,98,27,32,56,54,49,46,55,49
14000US06037132102,"Census Tract 1321.02, Los Angeles, CA",1301,268,916,225,192,106,9,14,43,46,9,15,132,75
14000US06037132300,"Census Tract 1323, Los Angeles, CA",2018,335,1279,227,167,112,243,137,27,43,245,166,57,52
14000US06037132501,"Census Tract 1325.01, Los Angeles, CA",1310,228,1113,231,109,76,11,16,0,12,27,31,50,37
14000US06037132502,"Census Tract 1325.02, Los Angeles, CA",938,190,784,177,85,68,0,12,0,12,0,12,69,57
14000US06037132700,"Census Tract 1327, Los Angeles, CA",1447,283,986,232,135,110,127,131,46,52,61,54,92,64
14000US06037132900,"Census Tract 1329, Los Angeles, CA",1445,155,1134,153,72,48,31,40,6,7,55,46,147,76
14000US06037133000,"Census Tract 1330, Los Angeles, CA",1234,228,982,193,144,85,30,36,0,12,60,52,18,21
14000US06037133100,"Census Tract 1331, Los Angeles, CA",1882,263,1530,238,91,50,74,53,12,19,79,58,96,67
14000US06037134001,"Census Tract 1340.01, Los Angeles, CA",1001,240,629,153,153,66,58,92,25,27,104,63,32,36
14000US06037134002,"Census Tract 1340.02, Los Angeles, CA",1055,193,775,148,92,53,21,26,46,45,62,74,59,44
14000US06037134101,"Census Tract 1341.01, Los Angeles, CA",671,224,399,122,174,112,22,35,0,17,76,120,0,17
14000US06037134103,"Census Tract 1341.03, Los Angeles, CA",1087,206,893,189,87,61,20,31,0,12,0,12,87,82
14000US06037134104,"Census Tract 1341.04, Los Angeles, CA",825,201,568,163,127,75,0,12,0,12,33,27,97,53
14000US06037134201,"Census Tract 1342.01, Los Angeles, CA",1099,187,757,171,119,102,12,18,53,57,0,12,158,118
14000US06037134302,"Census Tract 1343.02, Los Angeles, CA",1195,210,1052,227,45,40,12,19,11,16,30,36,45,37
14000US06037134303,"Census Tract 1343.03, Los Angeles, CA",1741,295,1278,231,166,90,10,20,81,49,82,58,124,72
14000US06037134304,"Census Tract 1343.04, Los Angeles, CA",720,114,617,97,71,44,14,16,6,10,5,8,7,9
14000US06037134305,"Census Tract 1343.05, Los Angeles, CA",492,159,292,114,16,19,62,66,27,31,82,60,13,21
14000US06037134306,"Census Tract 1343.06, Los Angeles, CA",1075,287,760,202,174,89,62,53,0,12,35,46,44,46
14000US06037134421,"Census Tract 1344.21, Los Angeles, CA",1481,240,1240,219,96,57,24,39,10,16,4,8,107,66
14000US06037134422,"Census Tract 1344.22, Los Angeles, CA",1620,212,1373,196,57,37,76,75,3,8,0,12,111,64
14000US06037134423,"Census Tract 1344.23, Los Angeles, CA",1207,162,860,155,117,83,67,60,7,10,24,26,132,75
14000US06037134424,"Census Tract 1344.24, Los Angeles, CA",1044,104,827,120,53,27,5,8,6,8,28,29,125,45
14000US06037134520,"Census Tract 1345.20, Los Angeles, CA",1445,274,938,208,139,97,124,77,44,38,176,87,24,32
14000US06037134521,"Census Tract 1345.21, Los Angeles, CA",776,191,424,108,138,90,44,32,29,32,125,74,16,19
14000US06037134522,"Census Tract 1345.22, Los Angeles, CA",1109,317,621,153,208,162,24,25,60,91,150,83,46,43
14000US06037134710,"Census Tract 1347.10, Los Angeles, CA",684,178,346,118,117,96,60,60,25,38,41,43,95,61
14000US06037134720,"Census Tract 1347.20, Los Angeles, CA",883,218,696,186,49,56,41,28,12,17,31,48,54,43
14000US06037134800,"Census Tract 1348, Los Angeles, CA",1760,278,1352,191,278,146,62,67,11,18,12,21,45,47
14000US06037134901,"Census Tract 1349.01, Los Angeles, CA",1242,215,849,129,225,131,77,58,0,12,22,28,69,45
14000US06037134903,"Census Tract 1349.03, Los Angeles, CA",1932,416,1379,280,121,96,221,228,101,73,85,77,25,39
14000US06037134904,"Census Tract 1349.04, Los Angeles, CA",1029,340,738,291,120,75,89,68,0,12,24,39,58,60
14000US06037134905,"Census Tract 1349.05, Los Angeles, CA",1836,253,1384,207,143,95,42,33,54,43,63,65,150,85
14000US06037135102,"Census Tract 1351.02, Los Angeles, CA",1450,213,1183,199,56,40,22,32,0,12,25,24,164,82
14000US06037135111,"Census Tract 1351.11, Los Angeles, CA",1081,230,823,206,66,65,36,41,31,39,0,12,125,78
14000US06037135113,"Census Tract 1351.13, Los Angeles, CA",955,237,774,207,49,55,6,10,8,12,0,12,118,90
14000US06037135114,"Census Tract 1351.14, Los Angeles, CA",1378,312,1128,261,61,98,0,17,68,72,45,70,76,78
14000US06037135201,"Census Tract 1352.01, Los Angeles, CA",957,176,788,179,34,27,36,24,12,13,18,26,69,43
14000US06037135202,"Census Tract 1352.02, Los Angeles, CA",1411,163,1167,172,88,64,37,44,18,24,15,20,86,48
14000US06037135203,"Census Tract 1352.03, Los Angeles, CA",3046,427,2172,395,339,158,17,27,0,17,47,51,471,182
14000US06037137000,"Census Tract 1370, Los Angeles, CA",1820,271,1401,242,113,74,28,44,7,12,18,29,253,96
14000US06037137103,"Census Tract 1371.03, Los Angeles, CA",2316,253,2038,247,79,56,64,82,78,56,0,17,57,65
14000US06037137104,"Census Tract 1371.04, Los Angeles, CA",1132,170,887,139,55,46,38,37,11,18,48,70,93,58
14000US06037137201,"Census Tract 1372.01, Los Angeles, CA",1736,286,1282,243,125,66,40,44,0,17,35,43,254,142
14000US06037137301,"Census Tract 1373.01, Los Angeles, CA",993,132,838,127,50,30,4,6,0,12,8,11,93,49
14000US06037137302,"Census Tract 1373.02, Los Angeles, CA",1634,213,1347,201,140,74,0,12,0,12,9,13,138,81
14000US06037137401,"Census Tract 1374.01, Los Angeles, CA",1863,275,1417,198,99,76,0,12,75,49,36,40,236,112
14000US06037137402,"Census Tract 1374.02, Los Angeles, CA",1774,250,1204,243,230,139,48,57,0,12,22,39,270,134
14000US06037137501,"Census Tract 1375.01, Los Angeles, CA",1724,276,1304,229,116,96,70,75,1,3,7,11,226,97
14000US06037137502,"Census Tract 1375.02, Los Angeles, CA",1723,264,1467,230,121,71,0,12,8,13,0,12,127,55
14000US06037137504,"Census Tract 1375.04, Los Angeles, CA",837,168,666,135,49,44,10,16,0,12,18,28,94,41
14000US06037138000,"Census Tract 1380, Los Angeles, CA",1741,225,1457,242,39,35,17,19,0,12,0,12,228,93
14000US06037139001,"Census Tract 1390.01, Los Angeles, CA",2552,241,1956,245,160,103,81,69,17,27,54,84,284,148
14000US06037139200,"Census Tract 1392, Los Angeles, CA",1932,257,1384,230,302,150,32,43,0,17,38,39,176,116
14000US06037139301,"Census Tract 1393.01, Los Angeles, CA",1667,225,1300,217,103,90,40,37,0,12,15,23,209,93
14000US06037139302,"Census Tract 1393.02, Los Angeles, CA",1743,267,1373,263,32,33,193,99,30,48,31,39,84,56
14000US06037139303,"Census Tract 1393.03, Los Angeles, CA",1641,218,1263,210,88,58,104,87,50,47,7,10,129,80
14000US06037139401,"Census Tract 1394.01, Los Angeles, CA",1115,189,839,205,123,71,81,67,30,26,0,12,42,53
14000US06037139402,"Census Tract 1394.02, Los Angeles, CA",1011,134,812,127,36,32,38,27,0,12,6,9,119,47
14000US06037139502,"Census Tract 1395.02, Los Angeles, CA",1158,243,792,176,127,99,48,45,10,16,0,12,181,123
14000US06037139503,"Census Tract 1395.03, Los Angeles, CA",2639,365,2139,363,140,80,89,80,0,17,82,84,189,139
14000US06037139504,"Census Tract 1395.04, Los Angeles, CA",1672,231,1363,206,94,53,50,50,18,19,0,12,147,86
14000US06037139600,"Census Tract 1396, Los Angeles, CA",1832,313,1428,303,156,115,14,21,18,28,42,57,174,110
14000US06037139701,"Census Tract 1397.01, Los Angeles, CA",2217,293,1667,273,154,97,65,57,30,35,0,17,301,117
14000US06037139702,"Census Tract 1397.02, Los Angeles, CA",2471,322,2070,333,114,73,27,31,0,17,0,17,260,115
14000US06037139703,"Census Tract 1397.03, Los Angeles, CA",969,108,777,98,63,42,0,12,7,9,6,9,116,44
14000US06037139801,"Census Tract 1398.01, Los Angeles, CA",1438,202,1132,166,27,36,0,12,40,57,41,38,198,97
14000US06037139802,"Census Tract 1398.02, Los Angeles, CA",1437,234,1300,223,19,23,7,11,0,12,0,12,111,61
14000US06037141101,"Census Tract 1411.01, Los Angeles, CA",2063,436,1754,422,42,52,120,108,19,32,16,25,112,89
14000US06037141102,"Census Tract 1411.02, Los Angeles, CA",1429,203,1211,206,22,19,25,23,8,12,29,35,134,78
14000US06037141201,"Census Tract 1412.01, Los Angeles, CA",2258,273,1668,225,172,78,78,60,79,62,40,42,221,124
14000US06037141202,"Census Tract 1412.02, Los Angeles, CA",1286,180,908,159,29,22,28,26,63,51,0,12,258,131
14000US06037141302,"Census Tract 1413.02, Los Angeles, CA",2971,462,2232,443,148,137,125,95,50,40,75,86,341,150
14000US06037141303,"Census Tract 1413.03, Los Angeles, CA",1683,243,1318,204,106,50,53,46,24,30,9,14,173,89
14000US06037141304,"Census Tract 1413.04, Los Angeles, CA",1481,183,1188,190,24,28,0,12,47,45,25,39,197,92
14000US06037141400,"Census Tract 1414, Los Angeles, CA",1912,252,1575,229,26,30,20,22,28,25,57,43,206,94
14000US06037141500,"Census Tract 1415, Los Angeles, CA",1155,157,880,154,24,30,39,53,0,12,44,42,168,70
14000US06037141600,"Census Tract 1416, Los Angeles, CA",1811,221,1359,146,94,69,0,12,0,12,8,13,350,142
14000US06037141700,"Census Tract 1417, Los Angeles, CA",1421,155,1108,138,55,49,61,61,0,12,0,12,197,83
14000US06037143100,"Census Tract 1431, Los Angeles, CA",1967,287,1396,270,179,117,73,64,43,63,37,39,239,143
14000US06037143200,"Census Tract 1432, Los Angeles, CA",1816,276,1475,267,63,54,123,150,8,14,87,73,60,56
14000US06037143300,"Census Tract 1433, Los Angeles, CA",2808,367,2071,340,296,179,45,46,73,54,80,86,243,128
14000US06037143400,"Census Tract 1434, Los Angeles, CA",3350,354,2668,400,211,110,95,77,54,46,20,32,302,146
14000US06037143500,"Census Tract 1435, Los Angeles, CA",2296,279,1599,261,131,96,118,97,0,17,35,41,413,217
14000US06037143602,"Census Tract 1436.02, Los Angeles, CA",1979,261,1365,252,93,85,30,41,46,51,88,78,357,142
14000US06037143603,"Census Tract 1436.03, Los Angeles, CA",1325,153,1042,149,42,37,53,32,42,40,19,22,127,69
14000US06037143604,"Census Tract 1436.04, Los Angeles, CA",1414,211,972,163,71,49,48,35,59,39,59,51,205,88
14000US06037143700,"Census Tract 1437, Los Angeles, CA",1822,242,1368,202,124,122,7,12,30,27,60,51,233,92
14000US06037143800,"Census Tract 1438, Los Angeles, CA",2830,415,2026,324,158,101,216,191,44,56,41,37,345,286
14000US06037143901,"Census Tract 1439.01, Los Angeles, CA",1793,245,1289,217,90,42,13,20,31,29,34,31,336,104
14000US06037143902,"Census Tract 1439.02, Los Angeles, CA",1350,201,1047,200,17,20,62,43,29,26,20,21,175,108
14000US06037181000,"Census Tract 1810, Los Angeles, CA",1852,345,1454,349,97,76,23,35,0,17,47,42,231,120
14000US06037181300,"Census Tract 1813, Los Angeles, CA",1091,220,763,166,82,56,57,64,59,57,11,18,119,60
14000US06037181400,"Census Tract 1814, Los Angeles, CA",971,246,744,217,86,54,11,18,48,43,11,20,71,45
14000US06037181500,"Census Tract 1815, Los Angeles, CA",1151,184,848,193,113,63,39,41,34,50,11,17,106,51
14000US06037181600,"Census Tract 1816, Los Angeles, CA",954,212,445,84,50,33,41,41,296,173,15,17,107,64
14000US06037183101,"Census Tract 1831.01, Los Angeles, CA",1081,238,791,207,46,42,34,27,24,22,28,44,158,62
14000US06037183103,"Census Tract 1831.03, Los Angeles, CA",862,214,579,165,111,80,77,51,0,12,20,34,75,51
14000US06037183104,"Census Tract 1831.04, Los Angeles, CA",610,159,477,127,30,22,19,18,9,14,0,12,75,43
14000US06037183220,"Census Tract 1832.20, Los Angeles, CA",913,208,596,157,105,57,129,88,0,12,20,25,63,54
14000US06037183221,"Census Tract 1832.21, Los Angeles, CA",833,191,617,158,98,60,34,40,41,44,0,12,43,34
14000US06037183222,"Census Tract 1832.22, Los Angeles, CA",883,172,669,144,54,30,40,49,0,12,55,49,65,56
14000US06037183300,"Census Tract 1833, Los Angeles, CA",909,169,667,157,97,78,44,36,27,30,16,24,58,43
14000US06037183401,"Census Tract 1834.01, Los Angeles, CA",558,147,359,92,18,17,13,14,82,66,33,32,53,25
14000US06037183402,"Census Tract 1834.02, Los Angeles, CA",612,142,320,71,49,31,12,11,154,119,23,24,54,33
14000US06037183510,"Census Tract 1835.10, Los Angeles, CA",691,148,521,114,77,44,44,39,6,10,25,26,18,17
14000US06037183520,"Census Tract 1835.20, Los Angeles, CA",727,188,451,158,121,90,28,32,17,26,9,14,101,58
14000US06037183610,"Census Tract 1836.10, Los Angeles, CA",785,131,555,104,58,41,109,50,36,27,0,12,27,23
14000US06037183620,"Census Tract 1836.20, Los Angeles, CA",788,150,485,115,110,83,110,44,29,31,16,17,38,26
14000US06037183701,"Census Tract 1837.01, Los Angeles, CA",1421,251,745,210,82,55,420,218,41,58,10,15,123,84
14000US06037183702,"Census Tract 1837.02, Los Angeles, CA",679,222,557,214,40,39,45,57,9,13,8,14,20,27
14000US06037183810,"Census Tract 1838.10, Los Angeles, CA",797,214,450,113,95,85,169,116,24,39,27,22,32,31
14000US06037183820,"Census Tract 1838.20, Los Angeles, CA",694,246,420,197,107,77,105,90,0,12,18,20,44,33
14000US06037185100,"Census Tract 1851, Los Angeles, CA",2440,417,1752,304,27,34,306,238,162,162,46,49,147,89
14000US06037185202,"Census Tract 1852.02, Los Angeles, CA",1245,223,769,190,132,102,98,83,0,12,73,55,173,75
14000US06037185203,"Census Tract 1852.03, Los Angeles, CA",951,190,698,172,113,69,91,85,20,26,20,18,9,12
14000US06037185204,"Census Tract 1852.04, Los Angeles, CA",526,91,323,72,57,37,17,15,0,12,6,9,123,38
14000US06037185310,"Census Tract 1853.10, Los Angeles, CA",749,153,497,105,73,42,89,46,32,34,41,40,17,16
14000US06037185320,"Census Tract 1853.20, Los Angeles, CA",570,131,391,101,41,35,50,35,11,18,46,29,31,28
14000US06037186100,"Census Tract 1861, Los Angeles, CA",1221,203,979,212,164,108,0,17,0,17,16,18,62,39
14000US06037186201,"Census Tract 1862.01, Los Angeles, CA",636,270,352,194,141,99,108,84,0,12,12,20,23,27
14000US06037186202,"Census Tract 1862.02, Los Angeles, CA",452,95,308,99,3,5,34,38,6,10,5,8,96,60
14000US06037186203,"Census Tract 1862.03, Los Angeles, CA",1265,248,996,191,168,167,14,19,0,12,49,44,38,33
14000US06037186301,"Census Tract 1863.01, Los Angeles, CA",715,137,501,115,38,28,83,40,11,16,30,35,52,49
14000US06037186302,"Census Tract 1863.02, Los Angeles, CA",1573,317,1209,245,153,95,101,65,4,10,9,14,97,72
14000US06037186401,"Census Tract 1864.01, Los Angeles, CA",790,183,474,134,42,26,154,65,83,58,7,11,30,25
14000US06037186403,"Census Tract 1864.03, Los Angeles, CA",513,132,381,115,59,34,56,35,6,10,0,12,11,11
14000US06037186404,"Census Tract 1864.04, Los Angeles, CA",515,116,415,97,33,26,16,19,8,15,20,21,23,21
14000US06037187101,"Census Tract 1871.01, Los Angeles, CA",1057,280,753,267,58,55,16,20,38,40,33,38,159,105
14000US06037187102,"Census Tract 1871.02, Los Angeles, CA",728,174,587,169,42,35,14,21,21,32,0,12,64,42
14000US06037187200,"Census Tract 1872, Los Angeles, CA",865,147,667,134,40,22,37,40,36,22,27,19,58,40
14000US06037187300,"Census Tract 1873, Los Angeles, CA",1543,267,1131,238,50,45,37,31,0,12,65,53,260,101
14000US06037188100,"Census Tract 1881, Los Angeles, CA",1200,294,848,212,96,68,126,104,44,46,24,37,62,38
14000US06037188201,"Census Tract 1882.01, Los Angeles, CA",1709,232,1255,152,62,43,24,23,77,49,68,62,223,110
14000US06037188202,"Census Tract 1882.02, Los Angeles, CA",1055,147,724,106,37,27,15,17,28,30,27,28,224,104
14000US06037188300,"Census Tract 1883, Los Angeles, CA",971,157,617,129,62,57,1,2,27,31,50,44,214,82
14000US06037189101,"Census Tract 1891.01, Los Angeles, CA",1182,209,769,146,30,33,49,37,29,27,18,29,287,130
14000US06037189102,"Census Tract 1891.02, Los Angeles, CA",1762,171,1298,155,44,47,44,36,6,11,40,32,330,116
14000US06037189201,"Census Tract 1892.01, Los Angeles, CA",1460,212,1022,225,74,50,117,54,64,36,26,32,157,70
14000US06037189202,"Census Tract 1892.02, Los Angeles, CA",1080,170,732,161,77,55,57,38,18,22,7,11,189,89
14000US06037189300,"Census Tract 1893, Los Angeles, CA",1265,191,910,170,113,77,25,24,42,31,21,24,154,70
14000US06037189400,"Census Tract 1894, Los Angeles, CA",1631,216,1123,185,96,64,9,14,0,12,54,55,349,99
14000US06037189500,"Census Tract 1895, Los Angeles, CA",2141,340,1476,329,97,101,106,81,20,33,32,37,410,149
14000US06037189600,"Census Tract 1896, Los Angeles, CA",2128,354,1467,318,49,63,193,119,42,41,16,26,361,158
14000US06037189701,"Census Tract 1897.01, Los Angeles, CA",1434,215,1089,230,118,103,48,48,0,12,44,39,135,102
14000US06037189702,"Census Tract 1897.02, Los Angeles, CA",903,171,506,133,10,15,96,82,41,41,6,12,244,106
14000US06037189800,"Census Tract 1898, Los Angeles, CA",1858,287,1369,238,7,18,80,69,44,41,67,57,291,138
14000US06037189902,"Census Tract 1899.02, Los Angeles, CA",2786,326,1699,313,119,101,198,94,116,94,166,106,488,159
14000US06037189903,"Census Tract 1899.03, Los Angeles, CA",1023,150,670,149,62,49,49,48,14,17,93,64,135,85
14000US06037189904,"Census Tract 1899.04, Los Angeles, CA",1184,181,820,156,67,82,64,40,81,59,53,52,99,60
14000US06037189905,"Census Tract 1899.05, Los Angeles, CA",1260,169,945,139,66,47,43,33,29,24,61,73,116,69
14000US06037190100,"Census Tract 1901, Los Angeles, CA",1991,289,1200,274,176,115,294,127,132,77,15,23,174,123
14000US06037190201,"Census Tract 1902.01, Los Angeles, CA",692,162,332,122,0,12,134,106,106,54,14,21,106,58
14000US06037190202,"Census Tract 1902.02, Los Angeles, CA",1473,333,862,240,0,12,156,117,273,139,73,69,109,105
14000US06037190301,"Census Tract 1903.01, Los Angeles, CA",2129,477,1196,322,119,87,209,122,265,143,35,42,305,330
14000US06037190401,"Census Tract 1904.01, Los Angeles, CA",1165,209,780,168,10,20,145,96,72,65,106,79,52,40
14000US06037190402,"Census Tract 1904.02, Los Angeles, CA",811,186,448,102,70,96,130,61,26,23,29,38,108,49
14000US06037190510,"Census Tract 1905.10, Los Angeles, CA",887,190,504,142,112,97,168,75,31,35,11,19,61,58
14000US06037190520,"Census Tract 1905.20, Los Angeles, CA",812,155,458,90,12,19,163,81,30,31,56,47,93,63
14000US06037190700,"Census Tract 1907, Los Angeles, CA",1269,287,874,271,108,113,72,69,70,53,0,12,145,88
14000US06037190801,"Census Tract 1908.01, Los Angeles, CA",539,148,260,100,0,12,80,77,6,10,24,24,169,82
